clients,count,total,percentage,time,longest,shortest,average,connection_time
6400,320000,320000,100%,4769,4757,141,2494.0462625,35
6500,325000,325000,100%,4894,4883,144,2628.5888215384616,29
6600,330000,330000,100%,4848,4835,148,2552.5742333333333,22
6700,335000,335000,100%,4975,4963,148,2597.241029850746,21
6800,340000,340000,100%,5231,5219,148,2730.346864705882,33
6900,345000,345000,100%,5099,5085,154,2663.1111101449274,27
7000,350000,350000,100%,5324,5311,155,2821.727405714286,33
7100,355000,355000,100%,5265,5250,159,2769.8778873239435,20
7200,360000,360000,100%,5434,5421,162,2834.801391666667,23
7300,365000,365000,100%,5406,5391,164,2813.3576438356163,26
7400,370000,370000,100%,5641,5622,163,2969.3199513513514,21
7500,375000,375000,100%,5518,5501,169,2893.00068,26
7600,380000,380000,100%,5844,5831,169,3106.05205,22
7700,385000,385000,100%,5628,5612,175,2952.4647792207793,22
7800,390000,390000,100%,6000,5981,178,3193.9731,21
7900,395000,395000,100%,5912,5897,177,3077.1133215189875,23
8000,400000,400000,100%,6118,6102,179,3251.1357175,20
8100,405000,405000,100%,6019,6003,184,3157.720451851852,21
8200,410000,410000,100%,6365,6344,191,3295.078751219512,48
8300,415000,415000,100%,6462,6447,189,3285.880156626506,21
8400,420000,420000,100%,6325,6300,187,3295.38015,20
8500,425000,425000,100%,6587,6565,192,3488.417444705882,25
8600,430000,430000,100%,6653,6636,192,3388.43898372093,30
8700,435000,435000,100%,6663,6647,197,3490.8025103448276,28
8800,440000,440000,100%,6774,6758,197,3590.5416636363634,21
8900,445000,445000,100%,6935,6917,201,3534.5754629213484,27
9000,450000,450000,100%,7093,7068,202,3716.581851111111,26
9100,455000,455000,100%,7343,7325,208,3888.6633494505495,26
9200,460000,460000,100%,7226,7207,210,3727.8989282608695,23
9300,465000,465000,100%,7029,7001,210,3673.608038709677,30
9400,470000,470000,100%,7246,7221,236,3863.7412297872343,28
9500,475000,475000,100%,7497,7471,217,3975.768903157895,22
9600,480000,480000,100%,7747,7713,219,3949.1838604166664,21
9700,485000,485000,100%,7605,7585,220,3963.442562886598,20
9800,490000,490000,100%,7597,7578,222,4037.1262714285713,22
9900,495000,495000,100%,7901,7881,226,4086.5139393939394,22
